Delta,Latency
0.1,0.34755897521972656
0.099,0.3188149929046631
0.101,0.2988574504852295
0.101,0.18990802764892578
0.099,0.2895207405090332
0.101,0.39604830741882324
0.099,0.3172149658203125
0.1,0.2953512668609619
0.099,0.19465398788452148
0.101,0.3263251781463623
0.1,0.3306255340576172
0.1,0.3188173770904541
0.1,0.2967963218688965
0.1,0.2247467041015625
0.1,0.32261133193969727
0.099,0.425203800201416
0.101,0.30283021926879883
0.1,0.2781851291656494
0.099,0.20694828033447266
0.101,0.2870047092437744
0.1,0.34440040588378906
0.099,0.3164825439453125
0.1,0.28313112258911133
0.1,0.17320895195007324
0.101,0.2708275318145752
0.1,0.346240758895874
0.1,0.31872034072875977
0.099,0.2976703643798828
0.1,0.21521377563476562
0.101,0.28328800201416016
0.1,0.3410031795501709
0.1,0.306018590927124
0.099,0.2868528366088867
0.101,0.18548107147216797
0.1,0.2882709503173828
0.1,0.3537025451660156
0.1,0.33380699157714844
0.1,0.28020715713500977
0.1,0.22083258628845215
0.1,0.3083174228668213
0.1,0.38878440856933594
0.1,0.29984617233276367
0.099,0.2762117385864258
0.102,0.29109978675842285
0.099,0.30721449851989746
0.1,0.4114675521850586
0.1,0.29332685470581055
0.1,0.2689781188964844
0.1,0.24147272109985352
0.1,0.3139815330505371
0.099,0.3351011276245117
0.101,0.3059985637664795
0.1,0.27632594108581543
0.1,0.20961642265319824
0.1,0.2909879684448242
0.1,0.357499361038208
0.099,0.3188161849975586
0.101,0.2952394485473633
0.1,0.19054388999938965
0.1,0.2905135154724121
0.1,0.34835195541381836
0.099,0.3183777332305908
0.101,0.2962777614593506
0.1,0.1918787956237793
0.1,0.29595208168029785
0.1,0.35102343559265137
0.099,0.32012033462524414
0.101,0.2946486473083496
0.099,0.18630743026733398
0.101,0.29317283630371094
0.099,0.36148929595947266
0.101,0.3127174377441406
0.1,0.2970128059387207
0.099,0.21393036842346191
0.101,0.32247304916381836
0.1,0.38069605827331543
0.1,0.29645299911499023
0.099,0.27738189697265625
0.101,0.2007913589477539
0.099,0.30040955543518066
0.102,0.34810352325439453
0.099,0.3148162364959717
0.1,0.3356897830963135
0.1,0.24499154090881348
0.1,0.33826208114624023
0.1,0.3412942886352539
0.101,0.3024861812591553
0.099,0.34912729263305664
0.1,0.18915104866027832
0.1,0.2886962890625
0.099,0.3468739986419678
0.101,0.31434106826782227
0.1,0.2937135696411133
0.1,0.19444704055786133
0.1,0.2749483585357666
0.1,0.3944728374481201
0.099,0.3167688846588135
0.101,0.29404211044311523
0.1,0.2757840156555176
0.1,0.3007807731628418
0.101,0.36901021003723145
